sim,final_equity,return_pct
348,19928.356844146445,99.28356844146445
349,13375.92775129652,33.759277512965205
350,17160.943042459396,71.60943042459395
351,18959.55082310907,89.59550823109072
352,13375.92775129652,33.759277512965205
353,18959.550823109064,89.59550823109065
354,14059.418592578595,40.59418592578595
355,20946.66747186755,109.4666747186755
356,15532.961136799879,55.32961136799879
357,17160.943042459407,71.60943042459407
358,16326.673309322945,63.266733093229455
359,11518.437574921052,15.18437574921052
360,12107.013315962617,21.070133159626167
361,17160.943042459392,71.60943042459392
362,17160.943042459403,71.60943042459404
363,15532.961136799884,55.329611367998844
364,18959.550823109068,89.59550823109068
365,22017.012321107242,120.17012321107244
366,18959.550823109064,89.59550823109065
367,19928.356844146452,99.28356844146452
368,15532.961136799891,55.32961136799891
369,14059.418592578586,40.59418592578586
370,13375.927751296513,33.75927751296513
371,20946.66747186753,109.4666747186753
372,14777.834841563385,47.77834841563385
373,12725.664438382022,27.256644383820223
374,16326.673309322952,63.26673309322952
375,19928.35684414644,99.28356844146441
376,13375.927751296515,33.75927751296515
377,14777.83484156339,47.7783484156339
378,15532.961136799886,55.32961136799885
379,18037.842769743525,80.37842769743526
380,12725.664438382022,27.256644383820223
381,18037.84276974353,80.3784276974353
382,16326.673309322952,63.26673309322952
383,12107.013315962611,21.07013315962611
384,12725.664438382018,27.256644383820184
385,22017.012321107242,120.17012321107244
386,12107.013315962618,21.070133159626184
387,17160.9430424594,71.609430424594
388,12725.664438382018,27.256644383820184
389,16326.673309322945,63.266733093229455
390,12725.66443838202,27.256644383820205
391,19928.356844146434,99.28356844146434
392,17160.9430424594,71.609430424594
393,18959.550823109068,89.59550823109068
394,17160.943042459392,71.60943042459392
395,18959.550823109068,89.59550823109068
396,12107.01331596262,21.070133159626202
397,14777.8348415634,47.77834841563399
398,15532.961136799897,55.329611367998965
399,11518.437574921045,15.18437574921045
400,18959.550823109064,89.59550823109065
401,18959.550823109064,89.59550823109065
402,18037.842769743525,80.37842769743526
403,12725.664438382017,27.256644383820166
404,11518.437574921049,15.184375749210485
405,18959.550823109075,89.59550823109075
406,15532.961136799888,55.32961136799888
407,17160.943042459403,71.60943042459404
408,14059.418592578586,40.59418592578586
409,12725.664438382018,27.256644383820184
410,18959.550823109057,89.59550823109058
411,16326.673309322945,63.266733093229455
412,14059.418592578575,40.59418592578575
413,13375.92775129652,33.759277512965205
